# caida-chi15-opp-dim
# quelen-Q-W=100-8-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         
1.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              5.0                              2.0                              2.0                              2.0                              
3.0                              11.0                             3.0                              3.0                              4.0                              
4.0                              19.0                             5.0                              5.0                              6.0                              
5.0                              31.0                             7.0                              7.0                              8.0                              
6.0                              51.0                             9.0                              9.0                              10.0                             
7.0                              118.0                            11.0                             12.0                             12.0                             
8.0                              282.0                            14.0                             14.0                             14.0                             
9.0                              842.0                            16.0                             16.0                             16.0                             
10.0                             995.0                            18.0                             18.0                             18.0                             
11.0                             1099.0                           20.0                             20.0                             21.0                             
12.0                             1199.0                           22.0                             22.0                             25.0                             
13.0                             1299.0                           24.0                             24.0                             30.0                             
14.0                             1399.0                           26.0                             27.0                             35.0                             
15.0                             1499.0                           30.0                             31.01                            40.0                             
16.0                             1599.0                           36.0                             37.0                             45.0                             
17.0                             1699.0                           40.0                             42.0                             48.0                             
18.0                             1799.0                           45.0                             47.0                             55.0                             
19.0                             1899.0                           50.0                             52.0                             64.0                             
20.0                             1999.0                           55.0                             56.0                             72.0                             
21.0                             2099.0                           60.0                             61.0                             80.0                             
22.0                             2199.0                           65.0                             66.0                             89.0                             
23.0                             2299.0                           71.0                             72                               99.0                             
24.0                             2399.0                           78.0                             80                               113.0                            
25.0                             2499.0                           86.0                             88                               129.0                            
26.0                             2599.0                           96.0                             97                               144.0                            
27.0                             2699.0                           104.0                            105.01                           162.0                            
28.0                             2799.0                           114.0                            116.0                            187.0                            
29.0                             2899.0                           124                              127.0                            219.0                            
30.0                             2999.0                           137                              144.0                            259.0                            
