# mawi15-opp
# Q-W=8-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         
1.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              60.08                            12.0                             14.0                             25.0                             
3.0                              226.0                            24.0                             31.0                             66.0                             
4.0                              830.0                            40.0                             53.0                             131.0                            
5.0                              15127.0                          57.0                             76.0                             249.0                            
6.0                              78357.0                          77.0                             103.07                           451.0                            
7.0                              137092.0                         100.0                            135.0                            758.0                            
8.0                              191493.0                         122.04                           177.0                            2336.0                           
9.0                              ?                                151.0                            236.0                            12816.61                         
10.0                             ?                                180.0                            299.48                           39014.0                          
11.0                             ?                                210.0                            385.0                            66637.55                         
12.0                             ?                                238.0                            478.0                            111888.0                         
13.0                             ?                                267.95                           587.0                            166874.56                        
14.0                             ?                                315.0                            718.2                            223186.0                         
15.0                             ?                                375.0                            844.08                           279713.93                        
16.0                             ?                                430                              1052.0                           217741.0                         
17.0                             ?                                483.0                            1350.48                          243921.3                         
18.0                             ?                                548.0                            1696.69                          265073.3                         
19.0                             ?                                611.06                           2025.85                          279921.6                         
20.0                             ?                                682.0                            2279.84                          291376.26                        
21.0                             ?                                757.0                            2816.83                          300398.35                        
22.0                             ?                                832.1                            3599.9                           309624.94                        
23.0                             ?                                911.0                            4546.82                          317245.88                        
24.0                             ?                                1122.0                           5546.06                          325050.16                        
25.0                             ?                                1358.0                           7776.0                           ?                                
26.0                             ?                                1581.36                          9961.24                          ?                                
27.0                             ?                                1735.39                          12237.34                         ?                                
28.0                             ?                                1868.43                          14427.72                         ?                                
29.0                             ?                                2018.46                          16498.87                         ?                                
30.0                             ?                                2335.29                          20133.81                         ?                                
