# mawi15-opp-dim
# quelen-Q-W=100-16-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         
1.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              60.08                            11.0                             14.0                             24.0                             
3.0                              204.0                            24.0                             30.0                             65.0                             
4.0                              379.0                            37.0                             49.0                             129.0                            
5.0                              499.0                            50.0                             68.0                             245.15                           
6.0                              599.0                            65.0                             89.0                             403.0                            
7.0                              699.0                            80.0                             118.0                            591.0                            
8.0                              799.0                            97.0                             148.0                            759.0                            
9.0                              899.0                            118.0                            183.0                            892.0                            
10.0                             999.0                            144.0                            225.0                            998.0                            
11.0                             1099.0                           170.0                            275.0                            1100.0                           
12.0                             1199.0                           199.0                            331.0                            1200.0                           
13.0                             1299.0                           235.0                            390.92                           1301.0                           
14.0                             1399.0                           268.0                            466.0                            1401.0                           
15.0                             1499.0                           309.0                            567.0                            1501.0                           
16.0                             1599.0                           359.0                            720.0                            1599.0                           
17.0                             1699.0                           414.0                            882.0                            1701.0                           
18.0                             1799.0                           470.0                            1075.0                           1801.0                           
19.0                             1899.0                           525.0                            1295.0                           1901.0                           
20.0                             1999.0                           582.0                            1556.15                          2001.0                           
21.0                             2099.0                           639.0                            1802.9                           2100.0                           
22.0                             2199.0                           697.9                            2011.2                           2201.0                           
23.0                             2299.0                           757.88                           2185.0                           2300.0                           
24.0                             2399.0                           819.0                            2326.0                           2400.0                           
25.0                             2499.0                           885.0                            2451.0                           2500.0                           
26.0                             2599.0                           960.0                            2569.0                           2600.0                           
27.0                             2699.0                           1038.0                           2679.0                           2700.0                           
28.0                             2799.0                           1132.0                           2783.0                           2800.0                           
29.0                             2899.0                           1234.0                           2885.0                           2900.0                           
30.0                             2999.0                           1349.0                           2987.0                           3000.0                           
