# caida-sj12-opp-dim
# quelen-Q-W=10-8-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         
1.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              19.0                             4.0                              20.0                             20.0                             
3.0                              29.0                             12.0                             30.0                             30.0                             
4.0                              39.0                             18.0                             40.0                             40                               
5.0                              49.0                             22.0                             50.0                             50.0                             
6.0                              59.0                             25.55                            60.0                             60.0                             
7.0                              69.0                             30.0                             70.0                             70.0                             
8.0                              79.0                             34.0                             79.0                             79.0                             
9.0                              89.0                             38.0                             90.0                             90.0                             
10.0                             99.0                             43.0                             100.0                            100.0                            
11.0                             109.0                            47.0                             110.0                            110.0                            
12.0                             119.0                            52.0                             120.0                            120.0                            
13.0                             129.0                            57.0                             130.0                            130.0                            
14.0                             139.0                            64.0                             140.0                            140.0                            
15.0                             149.0                            74.0                             150.0                            150.0                            
16.0                             159.0                            84.0                             159.0                            159.0                            
17.0                             169.0                            95.0                             170.0                            170.0                            
18.0                             179.0                            106.0                            180.0                            180.0                            
19.0                             189.0                            117.0                            190.0                            190.0                            
20.0                             199.0                            129.0                            200.0                            200.0                            
21.0                             209.0                            141.0                            210.0                            210.0                            
22.0                             219.0                            151.0                            220.0                            220.0                            
23.0                             229.0                            161.0                            230.0                            230.0                            
24.0                             239.0                            171.0                            239.0                            239.0                            
25.0                             249.0                            182.0                            250.0                            250.0                            
26.0                             259.0                            194.0                            260.0                            260.0                            
27.0                             269.0                            204.0                            270.0                            270.0                            
28.0                             279.0                            213.0                            280.0                            280.0                            
29.0                             289.0                            225.0                            290.0                            290.0                            
30.0                             299.0                            234.0                            300.0                            300.0                            
