# mawi15-opp-dim
# quelen-Q-W=10-16-16
# Fract. packets dropped (99^{th}%)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         
1.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              0.037073                         0.0021392                        0.0025002                        0.0059616                        
3.0                              0.0921851                        0.0042132                        0.0055444                        0.021544                         
4.0                              0.1438828                        0.005781                         0.0083842                        0.036768                         
5.0                              0.1987828                        0.0070414                        0.010913                         0.052056                         
6.0                              0.2582582                        0.0081088                        0.0133004                        0.068242                         
7.0                              0.3179922                        0.0090554                        0.0155804                        0.0875256                        
8.0                              0.3755792                        0.00991                          0.0185006                        0.1055228                        
9.0                              0.4291092                        0.0106078                        0.0215403                        0.1241912                        
10.0                             0.4774552                        0.0113282                        0.024577                         0.1427704                        
11.0                             0.5208534                        0.0122246                        0.027687                         0.1620022                        
12.0                             0.5588902                        0.013811                         0.0308126                        0.1849913                        
13.0                             0.5921682                        0.0152338                        0.027571                         0.2032645                        
14.0                             0.621143                         0.016744                         0.02983                          0.2226076                        
15.0                             0.6463576                        0.0183506                        0.0320994                        0.2394856                        
16.0                             0.6684436                        0.0200936                        0.0280769                        0.2559232                        
17.0                             0.6879358                        0.0218048                        0.0303329                        0.2718362                        
18.0                             0.70527                          0.0235876                        0.0327748                        0.2874266                        
19.0                             0.7207706                        0.0206436                        0.0355126                        0.302766                         
20.0                             0.734731                         0.0219193                        0.0397986                        0.3180104                        
21.0                             0.7473544                        0.0233704                        0.044535                         0.3328394                        
22.0                             0.7588328                        0.0247888                        0.0494872                        0.3473818                        
23.0                             0.7693182                        0.0263                           0.0547288                        0.3612816                        
24.0                             0.7789226                        0.0278456                        0.0604682                        0.3747162                        
25.0                             0.7877568                        0.0278778                        0.0665462                        0.3878612                        
26.0                             0.7959222                        0.0233912                        0.0726588                        0.4003832                        
27.0                             0.80348                          0.0251202                        0.0791278                        0.4123182                        
28.0                             0.8104908                        0.0271908                        0.0856156                        0.4237486                        
29.0                             0.817025                         0.0284476                        0.0926736                        0.4346648                        
30.0                             0.823114                         0.0307092                        0.0994344                        0.4451386                        
